card_name,move_name,damage,source_records,unique_source_files,maximum_source_priority,source_files,damage_conflict,all_damage_values,is_existing_benchmark_move,trusted_source_available,source_agreement_sufficient,fixed_damage_supported,candidate_eligible,candidate_type,transition_validated,candidate_move_dictionary,benchmark_damage_reference,damage_improvement_over_benchmark,damage_improves_current_attack,preliminary_tactical_tier,numeric_vector_name,plausible_move_name,source_classifications,contains_generated_source,candidate_rejected,rejection_reason
Charmander,[0.2 0.2 0. 0. 0. 0. 0. 0.55],50.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.parquet""]",False,[50.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.2 0.2 0. 0. 0. 0. 0. 0.55]"", ""damage"": 50.0}",20.0,30.0,True,MEDIUM_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Charmander,"[0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.55]",50.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.jsonl""]",False,[50.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.55]"", ""damage"": 50.0}",20.0,30.0,True,MEDIUM_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Charmander,[0.2 0.2 1. 0. 0. 0. 0. 1.55],20.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.parquet""]",False,[20.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.2 0.2 1. 0. 0. 0. 0. 1.55]"", ""damage"": 20.0}",20.0,0.0,False,NO_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Charmander,"[0.2, 0.2, 1.0, 0.0, 0.0, 0.0, 0.0, 1.55]",20.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.jsonl""]",False,[20.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.2, 0.2, 1.0, 0.0, 0.0, 0.0, 0.0, 1.55]"", ""damage"": 20.0}",20.0,0.0,False,NO_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Charmander,[0.08 0.1 1. 0. 0. 0. 0. 1.38],16.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.parquet""]",False,[16.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.08 0.1 1. 0. 0. 0. 0. 1.38]"", ""damage"": 16.0}",20.0,-4.0,False,NO_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Charmander,"[0.08, 0.1, 1.0, 0.0, 0.0, 0.0, 0.0, 1.38]",16.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.jsonl""]",False,[16.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.08, 0.1, 1.0, 0.0, 0.0, 0.0, 0.0, 1.38]"", ""damage"": 16.0}",20.0,-4.0,False,NO_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Eevee,[0.2 0.2 1. 0. 0. 0. 0. 1.55],31.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.parquet""]",False,[31.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.2 0.2 1. 0. 0. 0. 0. 1.55]"", ""damage"": 31.0}",20.0,11.0,True,MEDIUM_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Eevee,"[0.2, 0.2, 1.0, 0.0, 0.0, 0.0, 0.0, 1.55]",31.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.jsonl""]",False,[31.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.2, 0.2, 1.0, 0.0, 0.0, 0.0, 0.0, 1.55]"", ""damage"": 31.0}",20.0,11.0,True,MEDIUM_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Eevee,[0.08 0.1 0. 0. 0. 0. 0. 0.38],20.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.parquet""]",False,[20.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.08 0.1 0. 0. 0. 0. 0. 0.38]"", ""damage"": 20.0}",20.0,0.0,False,NO_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Eevee,"[0.08, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38]",20.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.jsonl""]",False,[20.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.08, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38]"", ""damage"": 20.0}",20.0,0.0,False,NO_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Eevee,[0.2 0.2 0. 0. 0. 0. 0. 0.55],20.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.parquet""]",False,[20.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.2 0.2 0. 0. 0. 0. 0. 0.55]"", ""damage"": 20.0}",20.0,0.0,False,NO_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Eevee,"[0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.55]",20.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.jsonl""]",False,[20.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.55]"", ""damage"": 20.0}",20.0,0.0,False,NO_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Eevee,[0.08 0.1 1. 0. 0. 0. 0. 1.38],18.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.parquet""]",False,[18.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.08 0.1 1. 0. 0. 0. 0. 1.38]"", ""damage"": 18.0}",20.0,-2.0,False,NO_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Eevee,"[0.08, 0.1, 1.0, 0.0, 0.0, 0.0, 0.0, 1.38]",18.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.jsonl""]",False,[18.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.08, 0.1, 1.0, 0.0, 0.0, 0.0, 0.0, 1.38]"", ""damage"": 18.0}",20.0,-2.0,False,NO_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Meowth,[0.24 0.2 0. 0. 0. 0. 0. 0.64],60.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.parquet""]",False,[60.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.24 0.2 0. 0. 0. 0. 0. 0.64]"", ""damage"": 60.0}",0.0,60.0,True,LARGE_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Meowth,"[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.639999999999999]",60.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.jsonl""]",False,[60.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.639999999999999]"", ""damage"": 60.0}",0.0,60.0,True,LARGE_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Meowth,[0.24 0.2 1. 0. 0. 0. 0. 1.64],33.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.parquet""]",False,[33.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.24 0.2 1. 0. 0. 0. 0. 1.64]"", ""damage"": 33.0}",0.0,33.0,True,LARGE_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Meowth,"[0.24, 0.2, 1.0, 0.0, 0.0, 0.0, 0.0, 1.6400000000000001]",33.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.jsonl""]",False,[33.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.24, 0.2, 1.0, 0.0, 0.0, 0.0, 0.0, 1.6400000000000001]"", ""damage"": 33.0}",0.0,33.0,True,LARGE_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Meowth,[0.08 0.1 0. 0. 0. 0. 0. 0.38],20.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.parquet""]",False,[20.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.08 0.1 0. 0. 0. 0. 0. 0.38]"", ""damage"": 20.0}",0.0,20.0,True,MEDIUM_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Meowth,"[0.08, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38]",20.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.jsonl""]",False,[20.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.08, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38]"", ""damage"": 20.0}",0.0,20.0,True,MEDIUM_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Meowth,[0.08 0.1 1. 0. 0. 0. 0. 1.38],8.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.parquet""]",False,[8.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.08 0.1 1. 0. 0. 0. 0. 1.38]"", ""damage"": 8.0}",0.0,8.0,True,SMALL_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
Meowth,"[0.08, 0.1, 1.0, 0.0, 0.0, 0.0, 0.0, 1.38]",8.0,1,1,10,"[""D:\\02_AI_and_Data\\Kaggle-AI-Agents\\PTCG_AI_Battle_Challenge\\data\\competitive\\actor_relative_search_expert_dataset.jsonl""]",False,[8.0],False,True,True,True,True,ADDITIONAL_SOURCE_BACKED_MOVE,True,"{""name"": ""[0.08, 0.1, 1.0, 0.0, 0.0, 0.0, 0.0, 1.38]"", ""damage"": 8.0}",0.0,8.0,True,SMALL_DAMAGE_IMPROVEMENT,True,False,"[""GENERATED_ML_ARTIFACT""]",True,True,NUMERIC_FEATURE_VECTOR
