path,file_name,suffix,size_bytes,card_name_hits,keyword_hits,relevance_score
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section4\transcripts\T52_S004_battle_transcript.txt,T52_S004_battle_transcript.txt,.txt,1843,[],"[""challenge"", ""ptcg"", ""battle""]",5
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section4\transcripts\T52_S008_battle_transcript.txt,T52_S008_battle_transcript.txt,.txt,1833,[],"[""challenge"", ""ptcg"", ""battle""]",5
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section4\transcripts\T52_S003_battle_transcript.txt,T52_S003_battle_transcript.txt,.txt,1576,[],"[""challenge"", ""ptcg"", ""battle""]",5
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook12_battle_transcript.txt,notebook12_battle_transcript.txt,.txt,1065,[],"[""challenge"", ""ptcg"", ""battle""]",5
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook47\competitive_policy_battle_transcript.txt,competitive_policy_battle_transcript.txt,.txt,1043,[],"[""challenge"", ""ptcg"", ""battle""]",5
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section4\transcripts\T52_S007_battle_transcript.txt,T52_S007_battle_transcript.txt,.txt,504,[],"[""challenge"", ""ptcg"", ""battle""]",5
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\src_backup_before_bom_fix\card_database\README.md,README.md,.md,0,[],"[""card"", ""challenge"", ""ptcg"", ""battle""]",4
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\src\card_database\README.md,README.md,.md,0,[],"[""card"", ""challenge"", ""ptcg"", ""battle""]",4
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\54_tournament_strength_optimization.ipynb,54_tournament_strength_optimization.ipynb,.ipynb,26798615,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\54_tournament_strength_optimization_BACKUP.ipynb,54_tournament_strength_optimization_BACKUP.ipynb,.ipynb,26798615,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\54_tournament_strength_optimization_FULL_BACKUP.ipynb,54_tournament_strength_optimization_FULL_BACKUP.ipynb,.ipynb,26798615,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\project_inventory_20260721_032255.txt,project_inventory_20260721_032255.txt,.txt,6036522,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\54_tournament_strength_optimization_clean.ipynb,54_tournament_strength_optimization_clean.ipynb,.ipynb,1680704,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\53_legality_aware_policy_optimization.ipynb,53_legality_aware_policy_optimization.ipynb,.ipynb,1218976,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\submission_work\team_jesus_baseline.tar.gz,team_jesus_baseline.tar.gz,.gz,1058382,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\49_side_balanced_search_guided_self_play.ipynb,49_side_balanced_search_guided_self_play.ipynb,.ipynb,923414,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\52_tournament_policy_evaluation.ipynb,52_tournament_policy_evaluation.ipynb,.ipynb,813935,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\51_policy_simulator_integration.ipynb,51_policy_simulator_integration.ipynb,.ipynb,534691,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\11_advanced_search_engine.ipynb,11_advanced_search_engine.ipynb,.ipynb,324147,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\46_competitive_policy_upgrade.ipynb,46_competitive_policy_upgrade.ipynb,.ipynb,303364,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\48_tournament_evaluation_and_elo_benchmarking.ipynb,48_tournament_evaluation_and_elo_benchmarking.ipynb,.ipynb,251689,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\50_side_balanced_policy_fine_tuning.ipynb,50_side_balanced_policy_fine_tuning.ipynb,.ipynb,235489,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\47_competitive_policy_training.ipynb,47_competitive_policy_training.ipynb,.ipynb,225931,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\45_final_simulator_integration_and_submission.ipynb,45_final_simulator_integration_and_submission.ipynb,.ipynb,215095,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\32_mixed_opponent_self_play_benchmarks.ipynb,32_mixed_opponent_self_play_benchmarks.ipynb,.ipynb,171556,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\26_production_agent_benchmark.ipynb,26_production_agent_benchmark.ipynb,.ipynb,164899,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\22_end_to_end_agent_integration.ipynb,22_end_to_end_agent_integration.ipynb,.ipynb,158655,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\24_final_submission_validation.ipynb,24_final_submission_validation.ipynb,.ipynb,154962,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\20_policy_engine.ipynb,20_policy_engine.ipynb,.ipynb,151345,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook28\self_play_transcripts.txt,self_play_transcripts.txt,.txt,147992,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\33_Production_Observation_Pipeline.ipynb,33_Production_Observation_Pipeline.ipynb,.ipynb,140413,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\03_feature_engineering.ipynb,03_feature_engineering.ipynb,.ipynb,139396,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\28_self_play_training_pipeline.ipynb,28_self_play_training_pipeline.ipynb,.ipynb,130305,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\18_kaggle_observation_adapter.ipynb,18_kaggle_observation_adapter.ipynb,.ipynb,112439,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\38_production_replay_adapter.ipynb,38_production_replay_adapter.ipynb,.ipynb,102396,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\16_kaggle_submission_compatibility.ipynb,16_kaggle_submission_compatibility.ipynb,.ipynb,93760,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\27_full_game_simulation.ipynb,27_full_game_simulation.ipynb,.ipynb,90633,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\05_deck_builder.ipynb,05_deck_builder.ipynb,.ipynb,80853,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\41_ppo_actor_critic_network.ipynb,41_ppo_actor_critic_network.ipynb,.ipynb,79819,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\31_opponent_behavior_library.ipynb,31_opponent_behavior_library.ipynb,.ipynb,77574,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\10_minimax_opponent_ai.ipynb,10_minimax_opponent_ai.ipynb,.ipynb,76316,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook48\baseline_agent_candidate_sources.txt,baseline_agent_candidate_sources.txt,.txt,74112,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\08_ai_decision_agent.ipynb,08_ai_decision_agent.ipynb,.ipynb,72137,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\15_integrated_ai_evaluation.ipynb,15_integrated_ai_evaluation.ipynb,.ipynb,71365,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\14_tournament_manager_leaderboard.ipynb,14_tournament_manager_leaderboard.ipynb,.ipynb,70745,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\13_tournament_self_play_evaluation.ipynb,13_tournament_self_play_evaluation.ipynb,.ipynb,58247,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\30_opponent_framework_multi_agent_architecture.ipynb,30_opponent_framework_multi_agent_architecture.ipynb,.ipynb,52552,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\43_ppo_policy_evaluation.ipynb,43_ppo_policy_evaluation.ipynb,.ipynb,50577,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\42_ppo_training_loop.ipynb,42_ppo_training_loop.ipynb,.ipynb,47599,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\44_ppo_self_play_benchmark.ipynb,44_ppo_self_play_benchmark.ipynb,.ipynb,46961,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook46\exact_search_adapter_sources.txt,exact_search_adapter_sources.txt,.txt,25968,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\25_final_project_audit.ipynb,25_final_project_audit.ipynb,.ipynb,25711,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\notebooks\23_submission_package_builder.ipynb,23_submission_package_builder.ipynb,.ipynb,24921,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook45\critical_integration_definitions.txt,critical_integration_definitions.txt,.txt,13713,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\submission_work\team_jesus_submission.zip,team_jesus_submission.zip,.zip,13626,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S008__ENERGY_PRESSURE_transcript.txt,T52_S008__ENERGY_PRESSURE_transcript.txt,.txt,8143,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S005__ENERGY_PRESSURE_transcript.txt,T52_S005__ENERGY_PRESSURE_transcript.txt,.txt,8142,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S006__ENERGY_PRESSURE_transcript.txt,T52_S006__ENERGY_PRESSURE_transcript.txt,.txt,8142,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook15_report.txt,notebook15_report.txt,.txt,3917,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S005__BASELINE_transcript.txt,T52_S005__BASELINE_transcript.txt,.txt,3432,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook46\current_player_adapter_sources.txt,current_player_adapter_sources.txt,.txt,3412,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S006__BASELINE_transcript.txt,T52_S006__BASELINE_transcript.txt,.txt,3167,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S002__ENERGY_PRESSURE_transcript.txt,T52_S002__ENERGY_PRESSURE_transcript.txt,.txt,2893,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S001__ENERGY_PRESSURE_transcript.txt,T52_S001__ENERGY_PRESSURE_transcript.txt,.txt,2629,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S001__BASELINE_transcript.txt,T52_S001__BASELINE_transcript.txt,.txt,2377,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S002__BASELINE_transcript.txt,T52_S002__BASELINE_transcript.txt,.txt,2109,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S004__BASELINE_transcript.txt,T52_S004__BASELINE_transcript.txt,.txt,1843,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S005__HP_PRESSURE_transcript.txt,T52_S005__HP_PRESSURE_transcript.txt,.txt,1834,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S008__BASELINE_transcript.txt,T52_S008__BASELINE_transcript.txt,.txt,1833,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S004__ENERGY_PRESSURE_transcript.txt,T52_S004__ENERGY_PRESSURE_transcript.txt,.txt,1831,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S003__BASELINE_transcript.txt,T52_S003__BASELINE_transcript.txt,.txt,1576,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S006__HP_PRESSURE_transcript.txt,T52_S006__HP_PRESSURE_transcript.txt,.txt,1569,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S003__ENERGY_PRESSURE_transcript.txt,T52_S003__ENERGY_PRESSURE_transcript.txt,.txt,1568,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S003__HP_PRESSURE_transcript.txt,T52_S003__HP_PRESSURE_transcript.txt,.txt,1309,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S001__HP_PRESSURE_transcript.txt,T52_S001__HP_PRESSURE_transcript.txt,.txt,1307,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S007__ENERGY_PRESSURE_transcript.txt,T52_S007__ENERGY_PRESSURE_transcript.txt,.txt,1301,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S008__HP_PRESSURE_transcript.txt,T52_S008__HP_PRESSURE_transcript.txt,.txt,1299,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook48\final_competitive_recommendation.txt,final_competitive_recommendation.txt,.txt,1149,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook27\first_full_game_transcript.txt,first_full_game_transcript.txt,.txt,1065,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S004__HP_PRESSURE_transcript.txt,T52_S004__HP_PRESSURE_transcript.txt,.txt,1040,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook52\section5\expanded_transcripts\T52_S002__HP_PRESSURE_transcript.txt,T52_S002__HP_PRESSURE_transcript.txt,.txt,1039,[],"[""challenge"", ""ptcg"", ""battle""]",3
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook13_tournament_report.txt,notebook13_tournament_report.txt,.txt,744,[],"[""challenge"", ""ptcg"", ""battle""]",3
